row_id,week_start,pilot_name,region,channel,store_cluster,stores,avg_temp_f,weather_index,units_sold,revenue,gross_margin_pct,repeat_rate,attach_rate,cannibalization_index,promo_spend,app_impressions,conversion_rate,customer_segment,ops_complexity_score,stockout_rate,nps
1484,2025-05-19,Summer Berry Refresher,New York Metro,Mobile Order,new-york-metro-6,80,92,0.81,5321,31659.95,0.616,0.24,0.27,0.261,16960,308320,0.0697,Seasonal trial seeker,2,0.012,55
1485,2025-09-15,Pineapple Passionfruit Refresher,Midwest,RTD Retail,midwest-4,146,64,0.405,6335,28444.15,0.657,0.198,0.07,0.238,14016,219730,0.0731,Morning commuter,4.73,0.079,43
1486,2025-11-24,Spiced Mocha Cold Brew,California,In-store,california-3,126,66,0.445,9828,58476.6,0.689,0.281,0.135,0.192,24066,281232,0.0792,Seasonal trial seeker,3.58,0.052,53
1487,2025-05-26,Spiced Mocha Cold Brew,Northeast,Delivery,northeast-8,199,76,0.595,13970,83121.5,0.729,0.254,0.093,0.13,43581,686550,0.0827,Rewards power user,1.43,0.068,59
1488,2025-08-18,Citrus Green Tea,Midwest,RTD Retail,midwest-2,152,81,0.697,7658,34384.42,0.782,0.208,0.085,0.269,30248,283632,0.0779,Cold coffee loyalist,4.1,0.091,47
1489,2025-07-14,Summer Berry Refresher,Northeast,Delivery,northeast-8,78,93,0.892,5927,35265.65,0.766,0.277,0.121,0.127,23322,314652,0.0717,Rewards power user,2.02,0.065,59
1490,2025-06-30,Blood Orange Espresso Tonic,West,Delivery,west-2,43,59,0.35,2433,14476.35,0.585,0.169,0.197,0.076,4773,45279,0.0718,Morning commuter,3.3,0.01,44
1491,2025-10-20,Blood Orange Espresso Tonic,California,In-store,california-2,183,80,0.613,10603,63087.85,0.74,0.249,0.11,0.215,23973,199836,0.0821,Gen Z afternoon,2.47,0.004,54
1492,2025-06-30,Iced Ube Coconut Macchiato,West,Delivery,west-2,141,89,0.86,11434,68032.3,0.724,0.24,0.201,0.266,20727,433152,0.0883,Cold coffee loyalist,1.98,0.054,50
1493,2025-08-18,Citrus Green Tea,South,Mobile Order,south-4,124,94,0.964,8687,51687.65,0.611,0.3,0.28,0.195,31372,265856,0.0958,Gen Z afternoon,2.6,0.036,59
1494,2025-12-08,Vanilla Cream Cold Brew,Pacific Northwest,Mobile Order,pacific-northwest-8,126,95,0.894,16621,98894.95,0.689,0.303,0.102,0.204,36162,312480,0.0785,Rewards power user,1.36,0.075,62
1495,2025-07-28,Citrus Green Tea,Texas,Drive-thru,texas-5,180,79,0.585,6872,40888.4,0.642,0.234,0.186,0.112,43560,720360,0.0763,Gen Z afternoon,5.65,0.09,49
1496,2025-06-09,Citrus Green Tea,Northeast,Delivery,northeast-1,217,92,0.914,13582,80812.9,0.713,0.293,0.154,0.227,60760,712845,0.0849,Cold coffee loyalist,4.55,0.077,47
1497,2025-07-07,Pineapple Passionfruit Refresher,Florida,Mobile Order,florida-4,93,63,0.35,4135,24603.25,0.644,0.212,0.159,0.276,16182,375069,0.0748,Cold coffee loyalist,4.2,0.051,46
1498,2025-09-22,Spiced Mocha Cold Brew,New York Metro,Delivery,new-york-metro-3,66,91,0.794,4320,25704,0.629,0.308,0.144,0.242,10428,140448,0.0713,Rewards power user,3.68,0.082,55
1499,2025-12-08,Iced Ube Coconut Macchiato,West,Mobile Order,west-3,71,74,0.568,6346,37758.7,0.658,0.23,0.233,0.072,6461,202989,0.085,Morning commuter,1.57,0.065,47
1500,2025-07-28,Pineapple Passionfruit Refresher,New York Metro,In-store,new-york-metro-4,193,58,0.35,6990,41590.5,0.654,0.161,0.064,0.231,54619,364963,0.07,Gen Z afternoon,4.9,0.099,35
1501,2025-10-06,Summer Berry Refresher,Midwest,RTD Retail,midwest-2,170,67,0.442,6552,29418.48,0.637,0.191,0.067,0.084,21930,305150,0.0757,Warm-weather commuter,2.36,0.042,43
1502,2025-07-28,Citrus Green Tea,California,In-store,california-7,167,64,0.35,5383,32028.85,0.603,0.216,0.218,0.157,31730,271041,0.066,Cold coffee loyalist,2.2,0.068,52
1503,2025-10-27,Blood Orange Espresso Tonic,Texas,In-store,texas-4,217,82,0.602,16952,100864.4,0.609,0.195,0.105,0.259,47523,789663,0.0605,Rewards power user,1.78,0.023,39
1504,2025-11-10,Summer Berry Refresher,Midwest,In-store,midwest-3,64,87,0.696,3104,18468.8,0.742,0.243,0.131,0.255,7808,255744,0.0911,Seasonal trial seeker,3.92,0.06,47
1505,2025-10-06,Vanilla Cream Cold Brew,Southeast,Delivery,southeast-8,151,92,0.838,8914,53038.3,0.7,0.32,0.116,0.148,20989,591920,0.0847,Warm-weather commuter,4.29,0.121,59
1506,2025-05-05,Spiced Mocha Cold Brew,Pacific Northwest,Drive-thru,pacific-northwest-6,192,72,0.55,11852,70519.4,0.718,0.268,0.1,0.102,53376,426816,0.0783,Seasonal trial seeker,3.13,0.011,56
1507,2025-10-27,Citrus Green Tea,South,Mobile Order,south-4,50,95,0.838,5427,32290.65,0.743,0.267,0.152,0.164,5300,83200,0.0808,Warm-weather commuter,4.81,0.084,46
1508,2025-06-23,Pineapple Passionfruit Refresher,New York Metro,RTD Retail,new-york-metro-7,52,73,0.511,2482,11144.18,0.766,0.183,0.116,0.102,8060,103064,0.0672,Gen Z afternoon,4.07,0.069,40
1509,2025-10-06,Iced Ube Coconut Macchiato,Midwest,RTD Retail,midwest-5,207,86,0.696,15134,67951.66,0.717,0.231,0.09,0.208,30843,391230,0.0805,Warm-weather commuter,4.96,0.074,43
1510,2025-07-14,Pineapple Passionfruit Refresher,Texas,RTD Retail,texas-3,215,89,0.861,10787,48433.63,0.633,0.231,0.173,0.253,39560,215430,0.0686,Cold coffee loyalist,1.64,0.058,53
1511,2025-09-29,Cinder Orange Cold Brew Sim,Southeast,Mobile Order,southeast-3,62,57,0.35,6132,36485.4,0.788,0.267,0.165,0.119,16306,259036,0.0704,Cold coffee loyalist,5.54,0.061,52
1512,2025-12-15,Cinder Orange Cold Brew Sim,California,Drive-thru,california-8,134,91,0.802,14501,86280.95,0.759,0.321,0.09,0.246,13400,403072,0.0731,Seasonal trial seeker,5,0.101,55
1513,2025-12-01,Vanilla Cream Cold Brew,Northeast,Mobile Order,northeast-7,84,84,0.64,5485,32635.75,0.671,0.297,0.114,0.095,22512,304164,0.0767,Morning commuter,3.44,0.066,47
1514,2025-09-08,Spiced Mocha Cold Brew,Florida,In-store,florida-2,71,84,0.687,4071,24222.45,0.711,0.265,0.13,0.292,14413,109908,0.0752,Morning commuter,2.08,0.005,47
1515,2025-11-03,Summer Berry Refresher,Texas,Drive-thru,texas-6,50,68,0.465,2288,13613.6,0.799,0.211,0.081,0.181,7400,58200,0.0837,Morning commuter,1.29,0.027,56
1516,2025-06-09,Cinder Orange Cold Brew Sim,West,RTD Retail,west-5,162,67,0.419,10804,48509.96,0.737,0.278,0.155,0.162,25110,522612,0.0699,Cold coffee loyalist,2.15,0.072,51
1517,2025-07-28,Blood Orange Espresso Tonic,Florida,Drive-thru,florida-2,85,65,0.35,3345,19902.75,0.71,0.17,0.159,0.115,18360,255510,0.0589,Cold coffee loyalist,3.29,0.046,33
1518,2025-07-14,Cinder Orange Cold Brew Sim,New York Metro,Mobile Order,new-york-metro-5,144,96,0.909,20893,124313.35,0.701,0.325,0.126,0.205,16560,243216,0.0766,Cold coffee loyalist,3.36,0.075,47
1519,2025-05-12,Blood Orange Espresso Tonic,South,RTD Retail,south-6,216,87,0.699,16532,74228.68,0.617,0.228,0.124,0.173,19440,372168,0.089,Rewards power user,4.44,0.04,40
1520,2025-12-08,Pineapple Passionfruit Refresher,Northeast,Mobile Order,northeast-3,110,73,0.494,8093,48153.35,0.735,0.239,0.221,0.163,28050,236390,0.086,Cold coffee loyalist,3.44,0.02,42
1521,2026-01-26,Cinder Orange Cold Brew Sim,Northeast,Mobile Order,northeast-6,180,60,0.35,14522,86405.9,0.757,0.256,0.239,0.243,53460,571320,0.0698,Gen Z afternoon,3.99,0.022,44
1522,2025-05-12,Blood Orange Espresso Tonic,California,Delivery,california-4,160,69,0.492,5891,35051.45,0.725,0.181,0.138,0.225,50720,154560,0.0572,Seasonal trial seeker,4.17,0.109,37
1523,2025-12-22,Summer Berry Refresher,Northeast,RTD Retail,northeast-1,202,90,0.847,9137,41025.13,0.796,0.282,0.175,0.168,40804,593274,0.0987,Gen Z afternoon,1.44,0.083,59
1524,2026-01-12,Vanilla Cream Cold Brew,Texas,RTD Retail,texas-2,97,94,0.916,11582,52003.18,0.686,0.289,0.107,0.164,19012,315444,0.0714,Rewards power user,4.1,0.055,50
1525,2025-07-07,Spiced Mocha Cold Brew,West,RTD Retail,west-1,181,76,0.549,11743,52726.07,0.78,0.269,0.112,0.123,40182,720199,0.0802,Morning commuter,3.27,0.083,56
1526,2025-06-23,Spiced Mocha Cold Brew,West,Drive-thru,west-3,105,57,0.35,6642,39519.9,0.74,0.227,0.229,0.184,23940,134820,0.0767,Warm-weather commuter,3.18,0.059,45
1527,2025-06-23,Pineapple Passionfruit Refresher,Pacific Northwest,Drive-thru,pacific-northwest-4,214,93,0.915,12875,76606.25,0.659,0.273,0.089,0.055,66126,400180,0.073,Seasonal trial seeker,2.65,0.005,50
1528,2025-11-24,Spiced Mocha Cold Brew,South,In-store,south-2,100,96,0.975,7109,42298.55,0.653,0.325,0.196,0.304,23100,96300,0.0881,Gen Z afternoon,2.65,0.001,50
1529,2025-08-18,Summer Berry Refresher,South,Drive-thru,south-8,178,83,0.739,8217,48891.15,0.721,0.273,0.198,0.078,25988,354398,0.0722,Rewards power user,3.46,0.04,56
1530,2025-05-26,Iced Ube Coconut Macchiato,South,In-store,south-8,110,69,0.403,7694,45779.3,0.607,0.185,0.127,0.13,9900,387310,0.0669,Morning commuter,3.31,0.031,39
1531,2025-12-15,Spiced Mocha Cold Brew,New York Metro,Delivery,new-york-metro-5,217,70,0.483,16410,97639.5,0.714,0.241,0.089,0.185,66402,463946,0.0793,Seasonal trial seeker,2.47,0.027,46
1532,2025-12-08,Spiced Mocha Cold Brew,South,Drive-thru,south-5,108,65,0.369,5360,31892,0.621,0.248,0.234,0.14,16092,229716,0.0815,Rewards power user,2.69,0.025,56
1533,2026-01-19,Pineapple Passionfruit Refresher,Northeast,Drive-thru,northeast-2,74,60,0.35,3250,19337.5,0.608,0.217,0.14,0.058,19314,87764,0.0827,Morning commuter,3.36,0.003,39
1534,2025-06-23,Blood Orange Espresso Tonic,California,Drive-thru,california-1,70,83,0.616,6446,38353.7,0.564,0.218,0.233,0.246,21210,87500,0.0741,Cold coffee loyalist,2.44,0.076,41
1535,2025-06-23,Iced Ube Coconut Macchiato,New York Metro,In-store,new-york-metro-4,131,78,0.568,9543,56780.85,0.65,0.24,0.138,0.089,24235,549152,0.0756,Cold coffee loyalist,1.07,0.067,51
1536,2025-06-23,Cinder Orange Cold Brew Sim,Northeast,In-store,northeast-6,124,90,0.89,10899,64849.05,0.638,0.344,0.066,0.254,37696,277016,0.1105,Cold coffee loyalist,4.38,0.036,48
1537,2025-11-10,Summer Berry Refresher,South,Delivery,south-3,132,76,0.505,4588,27298.6,0.621,0.222,0.186,0.237,28116,137544,0.0563,Cold coffee loyalist,1.15,0,53
1538,2025-09-08,Spiced Mocha Cold Brew,Pacific Northwest,In-store,pacific-northwest-7,109,77,0.596,7516,44720.2,0.746,0.263,0.185,0.272,12862,186935,0.0653,Warm-weather commuter,4.83,0.08,43
1539,2026-01-12,Summer Berry Refresher,Northeast,In-store,northeast-5,96,71,0.452,5979,35575.05,0.602,0.198,0.134,0.191,23232,311904,0.074,Gen Z afternoon,1.51,0.021,55
1540,2025-05-05,Spiced Mocha Cold Brew,New York Metro,Mobile Order,new-york-metro-2,35,72,0.535,2374,14125.3,0.701,0.258,0.178,0.177,4410,144410,0.0802,Seasonal trial seeker,1.27,0.049,47
1541,2025-06-23,Spiced Mocha Cold Brew,California,Delivery,california-5,87,76,0.569,7566,45017.7,0.652,0.26,0.124,0.239,15573,281097,0.0955,Warm-weather commuter,2.31,0.079,59
1542,2025-07-07,Cinder Orange Cold Brew Sim,Southeast,Drive-thru,southeast-3,216,76,0.599,11838,70436.1,0.737,0.296,0.111,0.301,22896,662688,0.0834,Morning commuter,4.59,0.111,56
1543,2025-11-24,Spiced Mocha Cold Brew,Northeast,Mobile Order,northeast-7,49,88,0.747,5232,31130.4,0.734,0.273,0.22,0.238,5733,79429,0.0952,Morning commuter,2.21,0.085,60
1544,2025-11-24,Citrus Green Tea,California,Drive-thru,california-4,48,68,0.351,2516,14970.2,0.607,0.163,0.115,0.151,7344,83712,0.0793,Seasonal trial seeker,5.31,0.081,39
1545,2025-07-14,Spiced Mocha Cold Brew,Midwest,In-store,midwest-2,149,95,0.9,12725,75713.75,0.781,0.341,0.143,0.147,28906,461304,0.0957,Rewards power user,1.02,0.09,60
1546,2025-06-30,Vanilla Cream Cold Brew,South,Delivery,south-5,102,91,0.906,9274,55180.3,0.687,0.304,0.121,0.257,19278,282030,0.0964,Morning commuter,2.83,0.041,51
1547,2025-06-23,Cinder Orange Cold Brew Sim,South,In-store,south-4,191,90,0.832,22265,132476.75,0.702,0.291,0.103,0.21,23493,412751,0.09,Morning commuter,2.71,0.006,46
1548,2025-09-22,Pineapple Passionfruit Refresher,West,Drive-thru,west-3,57,56,0.35,2955,17582.25,0.708,0.166,0.17,0.062,17499,145179,0.0771,Cold coffee loyalist,3.08,0.002,33
1549,2025-06-30,Blood Orange Espresso Tonic,Southeast,RTD Retail,southeast-4,52,67,0.352,1533,6883.17,0.639,0.175,0.084,0.126,6240,160368,0.0649,Morning commuter,4.58,0.095,44
1550,2025-09-08,Pineapple Passionfruit Refresher,Midwest,RTD Retail,midwest-8,151,65,0.421,8103,36382.47,0.609,0.174,0.078,0.1,30804,409361,0.0665,Morning commuter,1.1,0.029,49
1551,2025-11-17,Pineapple Passionfruit Refresher,Midwest,In-store,midwest-3,122,88,0.832,9295,55305.25,0.671,0.239,0.219,0.229,14030,491782,0.0904,Warm-weather commuter,2.86,0.066,40
1552,2025-06-02,Blood Orange Espresso Tonic,Pacific Northwest,Mobile Order,pacific-northwest-1,41,83,0.633,3793,22568.35,0.629,0.202,0.203,0.278,3321,148912,0.0608,Gen Z afternoon,2.33,0.067,45
1553,2025-09-01,Citrus Green Tea,Florida,Delivery,florida-6,75,71,0.488,4609,27423.55,0.716,0.221,0.171,0.114,21750,265350,0.0784,Warm-weather commuter,3.47,0.055,39
1554,2025-12-08,Blood Orange Espresso Tonic,South,In-store,south-5,92,61,0.35,4196,24966.2,0.758,0.194,0.106,0.064,19136,280784,0.0611,Morning commuter,4.95,0.096,36
1555,2025-11-17,Citrus Green Tea,South,Delivery,south-4,211,61,0.35,12021,71524.95,0.628,0.179,0.118,0.254,58869,668237,0.0718,Seasonal trial seeker,5.34,0.094,33
1556,2025-06-30,Cinder Orange Cold Brew Sim,Northeast,Drive-thru,northeast-1,102,70,0.402,7485,44535.75,0.786,0.267,0.098,0.125,31824,172074,0.0915,Morning commuter,3.12,0.007,42
1557,2025-06-23,Vanilla Cream Cold Brew,Southeast,RTD Retail,southeast-8,207,85,0.797,20902,93849.98,0.604,0.275,0.066,0.158,60237,307602,0.072,Gen Z afternoon,3.37,0.045,55
1558,2025-11-24,Summer Berry Refresher,West,Mobile Order,west-2,55,92,0.847,4803,28577.85,0.716,0.242,0.17,0.266,13035,184195,0.0893,Seasonal trial seeker,2.73,0.004,51
1559,2025-12-29,Pineapple Passionfruit Refresher,California,RTD Retail,california-5,67,59,0.35,3212,14421.88,0.715,0.172,0.098,0.239,13467,201000,0.0728,Rewards power user,4.29,0.075,44
1560,2025-08-11,Pineapple Passionfruit Refresher,Midwest,Drive-thru,midwest-4,154,65,0.354,5120,30464,0.692,0.169,0.186,0.164,25564,291830,0.0698,Warm-weather commuter,4.73,0.114,42
1561,2025-06-02,Citrus Green Tea,California,In-store,california-6,67,62,0.35,2935,17463.25,0.72,0.207,0.18,0.054,11390,163815,0.0856,Warm-weather commuter,3.82,0.045,49
1562,2025-08-04,Citrus Green Tea,Texas,In-store,texas-3,129,62,0.35,6413,38157.35,0.712,0.163,0.083,0.149,27477,300828,0.0736,Morning commuter,3.59,0.021,33
1563,2025-09-15,Summer Berry Refresher,Southeast,RTD Retail,southeast-7,41,97,0.995,2828,12697.72,0.676,0.304,0.197,0.057,5125,157563,0.1023,Seasonal trial seeker,3.66,0.071,44
1564,2025-10-13,Vanilla Cream Cold Brew,California,In-store,california-5,134,90,0.748,7345,43702.75,0.653,0.312,0.113,0.099,12328,232892,0.0964,Rewards power user,2.91,0.076,49
1565,2025-08-25,Citrus Green Tea,Pacific Northwest,In-store,pacific-northwest-7,103,71,0.479,7776,46267.2,0.688,0.182,0.16,0.092,28737,372345,0.069,Morning commuter,3.69,0.08,36
1566,2026-02-02,Pineapple Passionfruit Refresher,Midwest,In-store,midwest-4,121,61,0.35,3840,22848,0.789,0.209,0.109,0.215,16456,451935,0.0733,Morning commuter,1.67,0.016,47
1567,2025-12-29,Summer Berry Refresher,Northeast,RTD Retail,northeast-8,171,65,0.353,7091,31838.59,0.791,0.16,0.186,0.211,19494,187416,0.0446,Rewards power user,4.61,0.072,33
1568,2025-09-08,Pineapple Passionfruit Refresher,Texas,Drive-thru,texas-2,88,81,0.724,4130,24573.5,0.742,0.253,0.115,0.145,8976,165792,0.075,Gen Z afternoon,3.91,0.012,54
1569,2025-05-05,Vanilla Cream Cold Brew,Northeast,RTD Retail,northeast-4,139,59,0.35,7175,32215.75,0.754,0.223,0.166,0.208,32109,274108,0.0717,Rewards power user,2.8,0.035,48
1570,2025-07-21,Vanilla Cream Cold Brew,Texas,Mobile Order,texas-2,108,58,0.35,6600,39270,0.655,0.228,0.226,0.229,19332,276696,0.0707,Gen Z afternoon,3.88,0.04,45
1571,2026-01-12,Blood Orange Espresso Tonic,West,RTD Retail,west-1,168,75,0.616,9674,43436.26,0.709,0.214,0.193,0.278,35784,565656,0.0715,Seasonal trial seeker,2.39,0.066,39
1572,2026-01-12,Cinder Orange Cold Brew Sim,West,Drive-thru,west-7,199,65,0.412,14232,84680.4,0.789,0.225,0.115,0.24,43780,379692,0.0849,Warm-weather commuter,4.4,0.07,45
1573,2025-10-20,Pineapple Passionfruit Refresher,Florida,Drive-thru,florida-2,212,92,0.893,16841,100203.95,0.743,0.263,0.083,0.162,66356,499684,0.0819,Morning commuter,4.32,0.124,43
1574,2025-08-04,Cinder Orange Cold Brew Sim,Southeast,Delivery,southeast-1,115,96,0.919,11836,70424.2,0.669,0.316,0.105,0.157,14375,469545,0.1029,Gen Z afternoon,5.42,0.061,47
1575,2025-06-16,Summer Berry Refresher,South,Mobile Order,south-3,67,81,0.709,5379,32005.05,0.678,0.23,0.214,0.23,11055,223043,0.0864,Cold coffee loyalist,3.1,0.025,53
1576,2025-06-23,Summer Berry Refresher,West,Mobile Order,west-5,196,89,0.797,19010,113109.5,0.74,0.275,0.116,0.219,32732,541352,0.0823,Morning commuter,2.03,0.015,50
1577,2025-09-22,Blood Orange Espresso Tonic,Texas,RTD Retail,texas-4,148,91,0.796,8227,36939.23,0.564,0.249,0.195,0.261,16428,555148,0.0826,Morning commuter,2.91,0.088,54
1578,2025-05-12,Spiced Mocha Cold Brew,Florida,Delivery,florida-2,136,97,0.896,10048,59785.6,0.62,0.318,0.193,0.283,23800,306544,0.1036,Seasonal trial seeker,2.04,0.062,64
1579,2025-12-15,Pineapple Passionfruit Refresher,Pacific Northwest,Delivery,pacific-northwest-1,97,65,0.394,6645,39537.75,0.64,0.197,0.094,0.231,24250,172563,0.0737,Seasonal trial seeker,1.26,0.041,53
1580,2025-05-26,Pineapple Passionfruit Refresher,South,RTD Retail,south-4,37,86,0.739,1659,7448.91,0.657,0.266,0.085,0.271,6882,34743,0.0636,Warm-weather commuter,1.85,0.021,56
1581,2025-05-12,Blood Orange Espresso Tonic,Midwest,RTD Retail,midwest-2,136,84,0.656,6111,27438.39,0.605,0.208,0.095,0.272,22712,462672,0.07,Morning commuter,2.98,0.066,45
1582,2025-12-22,Vanilla Cream Cold Brew,Florida,RTD Retail,florida-3,44,67,0.363,3318,14897.82,0.646,0.216,0.165,0.134,12144,42152,0.0861,Cold coffee loyalist,2.87,0.003,38
1583,2026-02-02,Spiced Mocha Cold Brew,New York Metro,In-store,new-york-metro-8,210,59,0.35,16771,99787.45,0.699,0.224,0.101,0.178,37170,875490,0.0676,Rewards power user,2.98,0.02,45
1584,2025-12-01,Spiced Mocha Cold Brew,Midwest,RTD Retail,midwest-1,147,78,0.636,13067,58670.83,0.741,0.277,0.229,0.224,13818,544782,0.096,Morning commuter,1.42,0.075,49
1585,2025-12-15,Vanilla Cream Cold Brew,Florida,Delivery,florida-5,101,73,0.438,9032,53740.4,0.762,0.258,0.136,0.305,20301,112817,0.0877,Warm-weather commuter,2.36,0.02,51
1586,2025-12-15,Cinder Orange Cold Brew Sim,West,Delivery,west-6,88,70,0.401,5757,34254.15,0.678,0.231,0.22,0.197,15048,154176,0.0628,Rewards power user,2.69,0.087,41
1587,2025-10-27,Vanilla Cream Cold Brew,New York Metro,RTD Retail,new-york-metro-8,130,79,0.661,9928,44576.72,0.722,0.291,0.148,0.132,39000,523510,0.0691,Warm-weather commuter,1.28,0,49
1588,2025-09-08,Vanilla Cream Cold Brew,Southeast,Drive-thru,southeast-3,133,61,0.35,6572,39103.4,0.651,0.234,0.204,0.304,15694,512183,0.0903,Seasonal trial seeker,4.09,0.049,50
1589,2025-07-21,Citrus Green Tea,Texas,Delivery,texas-8,109,75,0.517,4450,26477.5,0.793,0.186,0.209,0.257,16350,269666,0.0648,Cold coffee loyalist,5.64,0.051,36
1590,2025-07-14,Spiced Mocha Cold Brew,Texas,Mobile Order,texas-4,162,87,0.697,11638,69246.1,0.77,0.275,0.196,0.27,50058,484542,0.0917,Gen Z afternoon,1.53,0.017,56
1591,2025-05-12,Blood Orange Espresso Tonic,Florida,Mobile Order,florida-3,215,92,0.842,21560,128282,0.756,0.249,0.168,0.224,66220,499660,0.0727,Seasonal trial seeker,4.55,0.037,49
1592,2025-06-02,Vanilla Cream Cold Brew,New York Metro,In-store,new-york-metro-6,89,70,0.506,8085,48105.75,0.796,0.277,0.146,0.118,23229,97722,0.0955,Rewards power user,3.86,0.02,56
1593,2025-05-12,Spiced Mocha Cold Brew,Southeast,RTD Retail,southeast-5,63,56,0.35,3418,15346.82,0.634,0.267,0.103,0.186,5544,93681,0.0834,Warm-weather commuter,3.71,0.082,49
1594,2025-10-27,Iced Ube Coconut Macchiato,Florida,In-store,florida-6,201,64,0.35,11693,69573.35,0.759,0.207,0.172,0.143,33768,345519,0.082,Cold coffee loyalist,1.58,0.008,45
1595,2025-11-17,Citrus Green Tea,Pacific Northwest,RTD Retail,pacific-northwest-7,79,86,0.803,3671,16482.79,0.663,0.245,0.071,0.241,17143,296566,0.0706,Rewards power user,2.71,0.035,54
1596,2025-05-05,Cinder Orange Cold Brew Sim,Pacific Northwest,Mobile Order,pacific-northwest-4,149,84,0.774,16086,95711.7,0.764,0.28,0.268,0.207,29800,227225,0.0931,Morning commuter,4.33,0.119,48
1597,2025-10-06,Summer Berry Refresher,Florida,Drive-thru,florida-8,138,89,0.782,11047,65729.65,0.74,0.251,0.206,0.135,11316,324024,0.0827,Seasonal trial seeker,3.49,0.063,40
1598,2025-07-28,Spiced Mocha Cold Brew,Southeast,Drive-thru,southeast-5,58,58,0.35,3978,23669.1,0.692,0.229,0.121,0.254,11020,222952,0.0815,Gen Z afternoon,1.23,0.039,56
1599,2025-06-09,Summer Berry Refresher,Texas,In-store,texas-6,57,76,0.601,2025,12048.75,0.647,0.22,0.157,0.198,10773,235980,0.0637,Cold coffee loyalist,2.72,0.022,50
1600,2025-11-03,Cinder Orange Cold Brew Sim,Northeast,Mobile Order,northeast-8,121,79,0.625,12710,75624.5,0.652,0.258,0.173,0.17,34606,261118,0.0794,Gen Z afternoon,1.73,0.017,53
1601,2025-05-19,Blood Orange Espresso Tonic,Southeast,Mobile Order,southeast-2,183,56,0.35,11355,67562.25,0.598,0.168,0.251,0.102,29646,693387,0.0614,Warm-weather commuter,4.31,0.079,46
1602,2025-07-21,Summer Berry Refresher,Pacific Northwest,RTD Retail,pacific-northwest-6,59,81,0.67,3298,14808.02,0.613,0.213,0.201,0.188,15163,55932,0.0639,Gen Z afternoon,3.66,0.053,45
1603,2025-06-02,Blood Orange Espresso Tonic,Florida,In-store,florida-3,139,77,0.583,6716,39960.2,0.7,0.23,0.19,0.085,14039,239497,0.0791,Morning commuter,4.39,0.105,42
1604,2025-10-27,Pineapple Passionfruit Refresher,Northeast,In-store,northeast-1,45,81,0.709,3170,18861.5,0.779,0.233,0.162,0.229,9360,175140,0.0646,Warm-weather commuter,3.26,0.016,40
1605,2025-09-01,Pineapple Passionfruit Refresher,West,Mobile Order,west-6,46,83,0.731,4458,26525.1,0.762,0.221,0.159,0.219,11730,185426,0.056,Cold coffee loyalist,3.04,0.044,52
1606,2025-08-18,Cinder Orange Cold Brew Sim,Midwest,RTD Retail,midwest-1,63,79,0.595,3604,16181.96,0.721,0.263,0.099,0.097,7056,213570,0.0791,Gen Z afternoon,5.68,0.052,52
1607,2025-05-12,Spiced Mocha Cold Brew,Florida,In-store,florida-4,79,89,0.869,4698,27953.1,0.736,0.292,0.141,0.273,19592,217961,0.0775,Gen Z afternoon,4.63,0.041,43
1608,2025-11-17,Summer Berry Refresher,New York Metro,Mobile Order,new-york-metro-4,55,80,0.591,3690,21955.5,0.662,0.25,0.199,0.14,9295,179630,0.094,Rewards power user,4.65,0.065,49
1609,2025-07-07,Summer Berry Refresher,West,RTD Retail,west-7,176,74,0.481,5215,23415.35,0.623,0.229,0.181,0.115,18656,668448,0.0722,Morning commuter,1.52,0.031,45
1610,2025-08-25,Pineapple Passionfruit Refresher,Southeast,Mobile Order,southeast-1,201,69,0.488,14909,88708.55,0.747,0.199,0.107,0.274,55878,369438,0.0735,Gen Z afternoon,2.39,0.042,40
1611,2025-06-02,Citrus Green Tea,Pacific Northwest,In-store,pacific-northwest-3,196,66,0.433,12291,73131.45,0.799,0.203,0.172,0.192,39984,532728,0.0844,Morning commuter,5.15,0.11,34
1612,2025-07-28,Cinder Orange Cold Brew Sim,West,Mobile Order,west-1,152,67,0.414,15507,92266.65,0.774,0.221,0.237,0.152,15960,227392,0.0593,Cold coffee loyalist,1.81,0.026,41
1613,2025-08-11,Iced Ube Coconut Macchiato,Northeast,Delivery,northeast-2,112,68,0.453,5937,35325.15,0.727,0.177,0.178,0.159,18032,399952,0.067,Rewards power user,1.95,0.072,52
1614,2025-08-04,Pineapple Passionfruit Refresher,West,In-store,west-7,194,73,0.49,13338,79361.1,0.708,0.181,0.121,0.07,56454,584134,0.0723,Seasonal trial seeker,1.88,0.085,52
1615,2025-12-08,Vanilla Cream Cold Brew,Northeast,Mobile Order,northeast-3,53,88,0.763,5823,34646.85,0.698,0.272,0.237,0.11,6890,156191,0.0752,Warm-weather commuter,3.22,0.001,56
1616,2025-08-18,Cinder Orange Cold Brew Sim,Texas,In-store,texas-8,94,75,0.496,5545,32992.75,0.771,0.23,0.129,0.23,23312,359080,0.0735,Morning commuter,4.73,0.084,46
1617,2025-05-05,Citrus Green Tea,West,In-store,west-2,141,84,0.637,9680,57596,0.787,0.204,0.15,0.095,33276,191619,0.0862,Warm-weather commuter,4.83,0.072,38
1618,2025-09-15,Pineapple Passionfruit Refresher,California,Delivery,california-2,104,77,0.617,7769,46225.55,0.693,0.212,0.126,0.198,23192,111072,0.0555,Morning commuter,3.98,0.034,48
